"Justin Gibbs","PSYC-1647"
"Albert Palmer","PSYC-2110"
"Christopher Mckenzie","CHEM-3711"
"Brittany Kane","STSO-2139"
"Jacqueline Moody","PSYC-3958"
"Kayla Todd","PHYS-2870"
"Sharon Fowler","CSCI-4986"
"Anthony Hanna","MATH-2229"
"Anita Hall","CSCI-1517"
"Tony Frazier","STSO-2008"
"Tami Martinez","PSYC-1881"
"Nicholas Nicholson","PSYC-1974"
"Denise Houston","PSYC-1356"
"Linda Newton","STSO-4887"
"Crystal Marquez","STSO-4011"
"Tyler Walton","ITWS-3266"
"Frank Chan","STSO-2706"
"Jennifer Newman","CSCI-2621"
"Trevor Morgan","ENGR-4261"
"Katelyn Lowery","ITWS-2119"
"Anthony Dougherty","CHEM-3316"
"Adam Walker","ITWS-4531"
"Amber Martin","MATH-2613"
"Donna Thomas","PHYS-2083"
"Brittney Rice","MATH-3752"
"David Ponce","PSYC-2110"
"Debra Wang","BIOL-1753"
"Karla Wilson","MATH-1021"
"Allison Henderson","ITWS-1406"
"Glenn Hardy","PSYC-1249"
"Pamela Brown","CHEM-4341"
"Christopher Smith","MATH-1102"
"Austin Mullen","PHYS-4344"
"Brian Scott","STSO-1459"
"Todd Buck","BIOL-4461"
"Stephen Marks","CSCI-2479"
"Kimberly Bowman","ENGR-3979"
"Walter Orozco","ITWS-3938"
"Lisa Anderson","BIOL-3024"
"Kyle Davis","PHYS-3123"
"Harry Smith","PHYS-2196"
"Scott Lyons","ITWS-4499"
"Warren Ayala","MATH-1599"
"Megan Gill","ITWS-4325"
"Samuel Long","CSCI-1378"
"Ryan Allen","ITWS-1290"
"James Fox","BIOL-1760"
"Jeffery Goodman","PSYC-1797"
"Danielle Kelly","ENGR-3697"
"Frances Stevenson","CHEM-4411"
"Karen Compton","MATH-2777"
"Thomas Carter","PHYS-3261"
"Sheila Hernandez","PSYC-3202"
"Christian Wu","ITWS-4824"
"Amanda Morrow","STSO-2884"
"Steven Cortez","STSO-1278"
"Aaron Hayes","ENGR-1562"
"Denise Caldwell","ECSE-4767"
"Amanda Nielsen","PHYS-3786"
"Jeremy Curry","MATH-4700"
"Daniel Miller","BIOL-2896"
"Tracy Gallagher","PHYS-4503"
"Kimberly West","MATH-2523"
"Colton Richardson","ENGR-2882"
"David Lambert","PSYC-2746"
"Lori Oconnell","ENGR-4907"
"Mary Herrera","CSCI-4740"
"Tiffany Nelson","PSYC-2189"
"Erika Tucker","CHEM-3645"
"David Bridges","STSO-1132"
"Destiny Arnold","BIOL-2285"
"Gary Duran","BIOL-3082"
"William Hull","STSO-2872"
"Alexandra Brown","ITWS-4128"
"Brittany Fernandez","BIOL-4629"
"Ashley Hall","PHYS-1669"
"Brad Hobbs","MATH-3968"
"Carrie Walsh","ITWS-4261"
"Guy Bradley","CSCI-2441"
"Brent Smith","ENGR-2872"
"Melissa Grant","BIOL-4964"
"Madison Thomas","PHYS-4402"
"Gregory Gentry","CSCI-1517"
"Christine Martinez","PSYC-4772"
"Shawn James","ECSE-2129"
"Amber Jackson","ECSE-4081"
"Jessica Fitzgerald","STSO-1280"
"Lisa Vance","PHYS-2862"
"Olivia Vaughn","ECSE-3689"
"Latoya Wells","CSCI-4405"
"Victoria Carpenter","ITWS-4856"
"Mark Gardner","BIOL-1406"
"Matthew Adams","PSYC-3141"
"Makayla Wheeler","MATH-3521"
"Cynthia Peters","CSCI-2883"
"Stephanie Ray","ENGR-1070"
"Debbie Parker","PSYC-2983"
"Kimberly Alvarez","BIOL-3440"
"Jason Townsend","ENGR-3917"
"Steven Mcclure","MATH-2919"
"Peter Ruiz","PSYC-2124"
"Benjamin Medina","ECSE-4130"
"Denise Bennett","CHEM-3848"
"Sharon Miller","MATH-2523"
"Tina Armstrong","ENGR-1118"
"Kimberly Cooper","ECSE-1987"
"Larry Harrison","ENGR-4174"
"Dustin Haley","PSYC-2110"
"Richard Crawford","ITWS-2523"
"Catherine Russell","ENGR-2559"
"Robert Hart","BIOL-4218"
"Victor Bradley","PSYC-2184"
"Brenda Jacobson","STSO-2756"
"John Hester","CSCI-4068"
"Christopher Cortez","ECSE-3792"
"Mercedes Hernandez","PSYC-3432"
"Rebecca Hutchinson","CHEM-1298"
"Ashley Larsen","PSYC-3285"
"Eric Hall","CSCI-3283"
"Laura Johnson","ITWS-2600"
"Mario Allen","BIOL-3082"
"Michael Castro","CSCI-4112"
"Keith Ellis","STSO-3642"
"Clinton Morris","STSO-3372"
"Peter Wolfe","ECSE-3260"
"Jennifer Hayes","ENGR-3856"
"Gregory Whitehead","ITWS-4662"
"Bill Jacobson","MATH-1475"
"Kristopher Cole","STSO-4480"
"Christopher Wood","BIOL-2377"
"Eric Sims","STSO-4040"
"Robert Butler","ENGR-1411"
"Mary Morgan","MATH-2650"
"Jacob Villa","STSO-4112"
"Rodney Diaz","CHEM-4909"
"Sandra Williams","ENGR-1980"
"Paul Sanders","BIOL-3810"
"Michael Salazar","ECSE-4951"
"Brian Mccullough","PSYC-2542"
"Jennifer Chavez","BIOL-1375"
"Robert Price","ECSE-2083"
"Kimberly Harrison","PHYS-1497"
"Andrew Martin","PHYS-2213"
"Seth Carrillo","STSO-3715"
"Jesse Williams","ECSE-4451"
"Kathy Kelly","ENGR-2872"
"Amanda Larson","ITWS-4181"
"Cheryl Johnson","ENGR-3866"
"Nicole Reyes","MATH-3414"
"Ruth Welch","BIOL-2285"
"Rhonda Holland","BIOL-2538"
"Brittany Jensen","PHYS-2292"
"William White","STSO-1796"
"Richard Bryan","PHYS-2316"
"Lisa Cruz","PSYC-4284"
"Wanda Terry","BIOL-1101"
"Mitchell Ramos","MATH-1996"
"Kyle Sanders","BIOL-2209"
"Brian Stone","ENGR-1574"
"Linda Newton","PHYS-2417"
"Mark Dickson","BIOL-2871"
"Eric Spears","CHEM-1959"
"Paul Archer","ITWS-4092"
"Rebekah Stokes","CHEM-1309"
"Megan Parsons","ECSE-4046"
"Mark Mcclure","STSO-1588"
"Melissa Martin","PSYC-3881"
"Hunter Castaneda","PSYC-3851"
"Alyssa Pena","PHYS-1626"
"Brian Welch","PHYS-4096"
"Amanda Gomez","STSO-3872"
"Deborah Cabrera","ENGR-3161"
"Matthew Morrow","ENGR-2383"
"Michele Willis","CHEM-4522"
"Maxwell Thomas","STSO-4738"
"George Johnson","ECSE-3124"
"Taylor Rodriguez","STSO-3642"
"Megan Smith","PSYC-1603"
"Jordan Watson","ECSE-2272"
"Christopher Robinson","PHYS-4804"
"Daniel Vaughn","ENGR-1089"
"Stephanie George","CHEM-1064"
"Tracey Garcia","CSCI-1867"
"Heather Brown","CHEM-4462"
"Kimberly Brewer","CHEM-2439"
"Scott Conrad","MATH-1516"
"Catherine Taylor","MATH-4123"
"Carolyn Ortiz","CSCI-2366"
"Cole Alvarez","ECSE-2956"
"Mary Burns","PHYS-1913"
"David Brown","PSYC-2984"
"Ebony Henry","ENGR-4054"
"Jill Merritt","MATH-2319"
"Craig Boone","PSYC-3851"
"Natalie Patterson","CHEM-4903"
"Melissa Mitchell","STSO-4040"
"Julie Miller","ITWS-3959"
"Jennifer Young","PHYS-2213"
"Anna Vincent","ENGR-1070"
"Kara Nguyen","STSO-4658"
"Aaron Nelson","PSYC-3308"
"Tony Rivera","STSO-4617"
"Ryan Bartlett","ECSE-4720"
"Sierra Leonard","PSYC-4525"
"Yvonne Higgins","ECSE-2426"
"Stephanie Norton","ENGR-4148"
"Jessica Grimes","ENGR-2857"
"Todd Davis","ECSE-2119"
"Nicholas Chapman","PHYS-4166"
"Rebecca Ellis","PHYS-3342"
"Danielle Tanner","ECSE-3627"
"Christian Marshall","PHYS-3411"
"Megan James","BIOL-4055"
"Maxwell Thornton","ECSE-3467"
"Rhonda Moore","CSCI-2158"
"Joseph Frazier","ENGR-4955"
"Bruce Fry","BIOL-3110"
"Laura Henderson","STSO-3081"
"David Massey","CHEM-3507"
"Tommy Owens","ITWS-4898"
"Stephen Skinner","ENGR-3459"
"Lisa Patterson","CSCI-3372"
"Rebecca Hernandez","ENGR-2315"
"David Robinson","PHYS-1311"
"Daniel Smith","MATH-2925"
"Judy Mcdonald","CSCI-2265"
"Molly Murphy","PSYC-2716"
"Eric Martinez","CHEM-1129"
"Thomas Mendoza","PSYC-1382"
"Travis Morrison","CHEM-2554"
"Angela Clark","ECSE-1967"
"Samantha Atkins","MATH-1543"
"Stephanie Wilson","CHEM-2168"
"Karen Vasquez","PHYS-2862"
"Alec Cochran","CSCI-2073"
"Stephanie Lee","ECSE-3813"
"Julie Miller","ITWS-2437"
"Yvonne Hall","MATH-4985"
"Kathryn Obrien","CSCI-2640"
"Reginald Smith","ITWS-2523"
"Michelle Glenn","ENGR-4148"
"Ryan Fields","CHEM-4909"
"Bryan James","STSO-2556"
"Sean Bell","PSYC-4954"
"Amy Black","STSO-2260"
"Todd Peters","STSO-1778"
"Christine Brown","MATH-2270"
"Andrew Hickman","ENGR-1348"
"Cory Miller","MATH-1447"
"Brittany Rose","ITWS-1456"
"Emily Nguyen","STSO-2728"
"Michelle Sanchez","CHEM-1107"
"Ryan Zimmerman","MATH-4115"
"Christian Schultz","ENGR-1542"
"John Santiago","BIOL-2538"
"Ross Wood","ECSE-4090"
"Alvin Quinn","PHYS-1603"
"Amy Velasquez","STSO-3837"
"Alyssa Alvarez","CHEM-2554"
"Susan Becker","PSYC-4207"
"Gerald Williams","ENGR-1841"
"Albert Bradley","BIOL-2439"
"Brenda Christian","ITWS-1074"
"Jacqueline Hernandez","BIOL-4339"
"Derek Chavez","CHEM-1570"
"Nicholas Snyder","PSYC-2892"
"Christian Gonzalez","CSCI-3266"
"Katie Lopez","ITWS-3712"
"Cheryl Jones","CHEM-4201"
"Tamara Waller","ECSE-4225"
"Ashley Carroll","ENGR-2185"
"Bruce Jones","ECSE-2691"
"Brian Stone","ITWS-3780"
"Brenda Miller","MATH-1626"
"Steven Anderson","ITWS-1977"
"Denise Evans","STSO-4205"
"Christine King","ENGR-1542"
"Maria Prince","CHEM-3848"
"Derrick Green","PHYS-1115"
"Samuel Leon","STSO-2723"
"Jennifer Douglas","MATH-4185"
"Lori Bradley","PHYS-4051"
"Sabrina Clark","ECSE-1664"
"Toni Rivera","PHYS-3601"
"Mark Hale","ITWS-4452"
"Jane Gonzalez","STSO-2712"
"Claudia Ramirez","ITWS-1540"
"Shelby Haynes","BIOL-1956"
"Marcus Johnson","MATH-3773"
"Deborah Vargas","PHYS-4921"
"Rebecca Smith","ECSE-4130"
"Travis Kennedy","PSYC-3785"
"Anne Yu","PHYS-2231"
"Christopher Trevino","ECSE-1673"
"Roger Nelson","ENGR-2798"
"Michael Parrish","MATH-2412"
"Leah Gregory","MATH-3252"
"Kaitlin Wilson","STSO-4069"
"Mary Moore","ITWS-3878"
"Randall Jones","ENGR-3883"
"Natalie Woods","MATH-3564"
"Monica Lopez","PHYS-3175"
"Anthony James","ITWS-4330"
"David Caldwell","BIOL-1375"
"Christopher Cordova","MATH-1207"
"Erin Long","ECSE-2863"
"Richard Jensen","ITWS-2643"
"Blake Hicks","BIOL-2210"
"Chris Walls","ECSE-4225"
"Donald Wright","CHEM-4962"
"Lisa Hendrix","PSYC-4025"
"Gary Berry","ITWS-1540"
"Anne Bryan","ENGR-3351"
"John Bennett","CHEM-4112"
"Jeffrey Singh","ECSE-1799"
"David Ibarra","PHYS-4503"
"Kevin Mckay","ENGR-4430"
"Erica Green","PHYS-4691"
"Jose Ward","MATH-1996"
"Samuel Vaughn","PSYC-1010"
"Beth Butler","CHEM-3251"
"Deanna Williams","ECSE-3247"
"Sandra Mathis","ENGR-4148"
"Jessica Miller","ECSE-3467"
"Emily Perry","PSYC-4665"
"Scott Hunter","ENGR-2003"
"Patrick Mckee","PHYS-1577"
"Laura Brown","PHYS-2870"
"Caroline Pacheco","PSYC-2094"
"Gary Mcclure","PSYC-2356"
"Todd Kim","ITWS-2695"
"Jeffrey Marquez","ECSE-2140"
"Amanda Vasquez","PHYS-2254"
"Madison Thomas","ENGR-2559"
"Kristina Cooper","CHEM-4862"
"Lucas Johnson","CHEM-1428"
"Peter Harrison","ENGR-1980"
"Michelle Miller","MATH-1092"
"Susan Sullivan","CSCI-1734"
"Daniel Dunn","STSO-4202"
"Michael Smith","MATH-3152"
"Jennifer Diaz","CHEM-3600"
"Anita Mullen","CHEM-2417"
"Lisa Payne","ITWS-2643"
"Louis Robinson","ENGR-1323"
"Melissa York","STSO-2445"
"Amy Thomas","BIOL-1682"
"Crystal Thomas","PSYC-4372"
"Miguel Orozco","ITWS-2505"
"Megan James","ECSE-3953"
"Mary Obrien","CHEM-3153"
"Ashley Patton","CSCI-1307"
"John Fox","ENGR-2821"
"Thomas Cooper","STSO-4069"
"Connie Peters","PSYC-3967"
"Monica Brown","ENGR-3111"
"Mary Burns","BIOL-2118"
"Caleb Adams","STSO-1181"
"Donald Yang","PSYC-3494"
"Teresa Ray","ITWS-2223"
"Brian Park","ECSE-3842"
"Adam Morgan","BIOL-2393"
"Richard Haynes","PSYC-1544"
"Jose Johnson","PSYC-3307"
"Jordan Griffith","STSO-4626"
"Corey Henry","PSYC-1899"
"Mark Peterson","PSYC-4762"
"Bryan Gordon","STSO-4626"
"Joseph Bradford","BIOL-2683"
"Joshua Cox","MATH-4238"
"Stephanie Simpson","CSCI-3758"
"Ashley Dennis","PHYS-1563"
"Teresa Wright","ECSE-2189"
"Jane Scott","PHYS-4118"
"Anthony Shannon","BIOL-2871"
"Jessica Jackson","PSYC-2747"
"Amy Morris","CSCI-4517"
"Jacqueline George","ENGR-1562"
"Gregory Vasquez","ITWS-3385"
"Heather Gonzalez","BIOL-2360"
"Marcus Brown","ITWS-4561"
"Jamie Crawford","PHYS-1278"
"David Moreno","ECSE-4825"
"Randall Guerrero","STSO-3752"
"Joshua Coleman","ECSE-4680"
"Janet Hawkins","ECSE-4825"
"Wayne Stone","STSO-1564"
"Timothy Oliver","BIOL-1351"
"Timothy Turner","BIOL-1679"
"Victoria Durham","CSCI-2034"
"John Ballard","ECSE-3560"
"Rhonda Hayes","ENGR-3571"
"Ann Webb","PHYS-2399"
"John Jones","ENGR-3084"
"Brian Cooper","CHEM-2811"
"Johnny Meyer","ITWS-3445"
"David Clark","PHYS-3410"
"James Collins","ITWS-4824"
"Phyllis Everett","BIOL-1433"
"Joshua Joseph","ENGR-1654"
"Rhonda Garcia","CHEM-1129"
"Mary Berry","PHYS-3572"
"Morgan Mills","PSYC-3269"
"Kristie Lucas","STSO-2084"
"Steven Smith","MATH-3364"
"Thomas Farmer","PHYS-3049"
"Brian Yang","PSYC-4378"
"Shelley Vazquez","ECSE-4442"
"Gerald King","BIOL-1477"
"Amanda Gomez","STSO-3708"
"Edward Hernandez","PHYS-4344"
"Marcus Armstrong","STSO-4011"
"Melissa Patterson","CHEM-2702"
"Donna Stewart","ITWS-3712"
"Carol Preston","STSO-1607"
"Jack Hopkins","CHEM-1317"
"Kenneth Smith","STSO-4658"
"Gina Schmitt","ENGR-3084"
"Leroy Holden","CHEM-4151"
"Jeffrey Anderson","MATH-1961"
"Kimberly Rogers","STSO-3736"
"David Colon","ITWS-4955"
"Jeanette Gonzales","CHEM-1411"
"Mary Mccarty","ITWS-4463"
"Nicholas Grimes","ECSE-1489"
"Sarah Hill","ENGR-3422"
"Steven Mayer","ENGR-4054"
"Sheila Buckley","MATH-3671"
"Justin Smith","PSYC-3289"
"Natalie Scott","BIOL-1555"
"Natasha Stevens","ECSE-1617"
"Robert Anderson","MATH-4870"
"Sarah Gibson","PSYC-3840"
"James Robinson","ITWS-4531"
"Donald Hinton","PHYS-2888"
"Matthew Bowers","CSCI-2262"
"Kevin Novak","CSCI-3039"
"Kristen Strickland","PSYC-1307"
"Laurie Daniel","ITWS-3739"
"Amber Nelson","MATH-4238"
"Jesse Hayes","CSCI-1986"
"Duane Adams","CHEM-1501"
"Tonya Byrd","CSCI-1037"
"Jim Sullivan","BIOL-2360"
"Scott Gomez","ECSE-3124"
"Diamond Wright","ENGR-4872"
"Gregory Peters","MATH-4059"
"Daniel Mccoy","PHYS-3175"
"Cassandra Anderson","CSCI-4125"
"Judy House","STSO-1108"
"Susan Rose","ECSE-2691"
"Melissa Taylor","ECSE-2228"
"Maurice Lewis","MATH-2535"
"Craig Gentry","CSCI-1561"
"Brooke Atkinson","ITWS-3142"
"Christine Torres","ITWS-3142"
"Kyle Mooney","CSCI-1867"
"Diane Yates","BIOL-3518"
"James Brooks","ECSE-1977"
"Lynn Williams","CHEM-4623"
"Jonathan Wilson","PSYC-2222"
"Miranda Clay","STSO-2139"
"Julia Lamb","ENGR-2872"
"Lauren Edwards","PHYS-2292"
"Roger Haley","CHEM-2170"
"Jane Hughes","ENGR-1571"
"Chelsea Allen","STSO-3966"
"Charles Lopez","PHYS-4002"
"Terri Ramos","ITWS-4267"
"Rachel Brown","STSO-4052"
"Heidi James","PHYS-4940"
"Gary Perry","CSCI-3786"
"John Saunders","ITWS-1546"
"Kathryn Jordan","MATH-4523"
"Robert Oliver","ITWS-4482"
"Miguel Miller","MATH-1350"
"Kelly Lindsey","ECSE-4754"
"Matthew Mack","CHEM-4544"
"James Maldonado","ENGR-1190"
"Jennifer Wade","ENGR-1743"
"Carol Jarvis","CSCI-2699"
"Xavier Williams","ECSE-1323"
"Jennifer Hill","ENGR-3276"
"Michael Lee","ENGR-2544"
"Joe Vang","ECSE-4250"
"Richard Hurley","BIOL-4168"
"Amber Garcia","CSCI-4210"
"Kathleen Horton","ITWS-4682"
"Samuel Fuller","ITWS-3631"
"Tracy Whitehead","ENGR-4605"
"Cody Anderson","CSCI-2422"
"Eric Dudley","ENGR-1991"
"Hannah Curtis","PHYS-2795"
"Nicole Frederick","BIOL-4352"
"Troy Adams","ITWS-2315"
"Matthew Schwartz","ITWS-1990"
"Mary Murphy","PSYC-2402"
"Alexis Krueger","ECSE-4791"
"James Sandoval","CSCI-4112"
"Charles Wyatt","PHYS-3693"
"Christina Garcia","CHEM-2132"
"Christopher Marquez","ITWS-1870"
"William Stone","CSCI-1847"
"Erika Rush","STSO-1302"
"Douglas Burton","ECSE-4225"
"Sarah Collins","STSO-2139"
"Nichole Brown","CSCI-1674"
"Scott Nicholson","STSO-4621"
"Brandon Meyer","PSYC-4781"
"Rebecca Solomon","CHEM-4341"
"Loretta Cooper","CSCI-4545"
"Stephanie Howell","CHEM-1274"
"Stephen Durham","CHEM-1876"
"Taylor Taylor","STSO-4880"
"Donald Garcia","ENGR-3358"
"Mariah Johnson","ECSE-1316"
"Gregory Hunter","CSCI-3304"
"Nathan Wheeler","MATH-2354"
"Adam Randolph","BIOL-2529"
"Nicholas Edwards","BIOL-3075"
"Monica Brown","CHEM-1192"
"Ryan Crawford","ITWS-3780"
"Benjamin Thomas","PHYS-1626"
"John Walsh","BIOL-4960"
"Cameron Hill","PSYC-4075"
"Richard Torres","BIOL-1337"
"James Rhodes","STSO-4069"
"Jessica Harvey","CHEM-3444"
"Stephanie Scott","PHYS-1779"
"Lauren Walker","CSCI-1307"
"Jennifer Mason","PSYC-2892"
"Loretta Miranda","ITWS-3220"
"Ariel Carroll","STSO-4617"
"Ariana Carter","ECSE-3079"
"Kristen Gordon","PHYS-4628"
"Richard Oliver","PHYS-2292"
"Kurt Barker","BIOL-3048"
"Bonnie Bradley","ENGR-1883"
"Tara Davis","STSO-3094"
"Christine Buchanan","CSCI-2857"
"Eugene Walker","ECSE-2802"
"Alyssa Chavez","ECSE-2858"
"Jessica Bernard","STSO-1536"
"Wendy Mendoza","BIOL-3004"
"Christopher Fleming","ENGR-3883"
"Richard Hart","ITWS-3445"
"Scott Fox","MATH-4985"
"Christopher Rasmussen","ITWS-1977"
"Olivia Waters","PSYC-2629"
"Dennis Jones","CHEM-1438"
"Debra Johnson","ENGR-1574"
"David Reeves","CHEM-4820"
"Luke Wright","STSO-2494"
"Kristen Ryan","CSCI-2292"
"Elizabeth Mack","ECSE-4902"
"Corey Swanson","ENGR-2255"
"Angela Anderson","PHYS-1262"
"Tracey Hopkins","ECSE-4124"
"Donald Perkins","PHYS-4549"
"Kyle Ward","BIOL-2033"
"Rachel Woodward","CHEM-3251"
"Joseph Chaney","CSCI-1937"
"Keith Lowery","ECSE-2052"
"Gail Mitchell","MATH-2950"
"Austin Li","MATH-2692"
"Kaitlyn Evans","STSO-3761"
"Nicholas Gallagher","PHYS-2196"
"Alexander Vaughn","STSO-4273"
"Todd Zamora","PSYC-4207"
"Kevin Rodriguez","STSO-4942"
"Brad Wilson","MATH-2131"
"Adam Mills","STSO-4149"
"Douglas Morris","CHEM-1610"
"Tonya Holmes","PHYS-2931"
"Luis Alexander","PSYC-1555"
"Denise Davis","MATH-4665"
"Cathy Camacho","STSO-3417"
"Erin Ramirez","ECSE-4016"
"Rachel King","PHYS-3404"
"Jessica Morales","MATH-1004"
"Andrea Cole","ITWS-2141"
"Robert Huff","PSYC-3620"
"Alexis Dean","PHYS-4344"
"Raymond Vaughn","ENGR-1190"
"Kevin Tucker","PHYS-1842"
"Casey Taylor","CSCI-3890"
"Andrew Gibson","ENGR-3775"
"Michael Miller","PHYS-1207"
"Jessica Payne","PHYS-4299"
"Alan Ford","PSYC-2542"
"James Moss","ENGR-3775"
"Donald Wright","ECSE-3929"
"Mary Reynolds","PHYS-1881"
"Megan Richardson","PHYS-4002"
"Veronica Lamb","MATH-1977"
"Maureen Hernandez","ITWS-3518"
"Barbara Pennington","PSYC-2671"
"Jennifer Garcia","BIOL-3467"
"Brittney Johnson","PSYC-1549"
"Steven Dunn","STSO-1906"
"Angela Greene","ITWS-4452"
"Laura Kelly","BIOL-3810"
"David Nguyen","BIOL-4542"
"Richard Vargas","ITWS-3102"
"Angela Cook","STSO-2733"
"Alex Turner","CSCI-4681"
"Nancy Ryan","MATH-3364"
"Ronald White","STSO-2706"
"Kathryn Brown","PSYC-2917"
"Jeffrey Walsh","PHYS-2568"
"Matthew Gallegos","CHEM-4820"
"Brandon Murphy","PHYS-2399"
"Russell Lewis","PHYS-4804"
"Michael Arias","PSYC-2558"
"Leslie Hernandez","BIOL-3442"
"Kevin Hickman","ECSE-4993"
"Kimberly Reyes","CHEM-1855"
"Lindsey Weaver","STSO-4028"
"Meredith Valencia","MATH-4985"
"Peter Parker","MATH-1895"
"Jessica James","BIOL-4397"
"Samantha Shaw","BIOL-2209"
"Donna Farrell","STSO-4738"
"Kathryn Jordan","MATH-3978"
"Anthony Weber","BIOL-4332"
"Mitchell Brown","ENGR-1562"
"Eric Martin","MATH-2114"
"Mark Steele","CHEM-2532"
"Misty Wilkins","STSO-2099"
"Erik White","CHEM-4820"
"Maria Montgomery","PHYS-4691"
"John Larson","PSYC-2714"
"Tyler Glass","ITWS-4828"
"Katie Anderson","PSYC-1848"
"Riley Williams","CSCI-1382"
"Jorge Mcdaniel","PSYC-2498"
"Christopher Munoz","BIOL-2360"
"David Moore","ITWS-1277"
"Patricia Herrera","CSCI-1847"
"Jessica Bernard","CHEM-1298"
"Daniel Fowler","ECSE-1185"
"Kelly Guzman","ECSE-3041"
"Angela Ramirez","CHEM-4186"
"Adam Parks","MATH-3147"
"Anthony Swanson","CSCI-3037"
"Sierra Wilson","BIOL-1006"
"Reginald Smith","PHYS-2904"
"Thomas Simpson","BIOL-1285"
"Sierra Swanson","PSYC-3444"
"Cheryl Ramsey","BIOL-1753"
"Melanie Carpenter","ECSE-3272"
"Veronica Miller","CHEM-4642"
"Rebecca Hester","MATH-1935"
"Jason Powell","PHYS-1350"
"Randy Shaw","STSO-4213"
"Robert Ortiz","MATH-4493"
"Stuart Wallace","STSO-4113"
"Amy Smith","MATH-4238"
"Natasha Wang","PHYS-4188"
"Joshua Delgado","MATH-3432"
"Jonathon Ware","CHEM-1786"
"Amanda Gomez","PHYS-4990"
"Andre Mahoney","ENGR-2858"
"Alexandria Smith","BIOL-2360"
"Jeffery Rice","BIOL-3440"
"Gail Mitchell","ECSE-4130"
"Connie Oconnell","PSYC-1899"
"John Lindsey","STSO-2558"
"Tammy Dalton","STSO-1290"
"Mckenzie Jackson","ECSE-2245"
"Jack Hoover","CSCI-2443"
"Eric Tran","ENGR-4774"
"Megan Larson","STSO-4299"
"Michelle Curtis","ITWS-3270"
"Scott Lopez","ITWS-1290"
"Audrey Clarke","CSCI-4545"
"Wendy Garrett","STSO-3578"
"Valerie Serrano","CHEM-3645"
"Nicholas Bailey","PHYS-3936"
"Nicholas Scott","CSCI-1584"
"Michele Clark","CSCI-2135"
"Kimberly Cooper","PSYC-1010"
"George Green","PHYS-1027"
"Barbara Miller","PHYS-1603"
"Anna Baker","PHYS-3949"
"Destiny Mack","PSYC-4124"
"Margaret Johnson","BIOL-2672"
"Alicia Romero","BIOL-1679"
"Karen Burton","STSO-3598"
"Kevin Short","ENGR-2185"
"Reginald Robinson","PHYS-1029"
"Andrew Bentley","MATH-4159"
"Matthew Schwartz","CHEM-1066"
"Steven Terry","PSYC-3147"
"Emily Gomez","ENGR-4002"
"Annette Kelly","STSO-4805"
"Kaitlyn Conrad","PSYC-2226"
"Bryan Gordon","PHYS-2215"
"George Lee","BIOL-3988"
"Christopher Boyd","MATH-4352"
"Theresa Davis","ECSE-2728"
"Jennifer Whitney","ECSE-2083"
"Richard Hawkins","BIOL-1433"
"Brandy Little","ENGR-2571"
"Victoria Tran","STSO-3715"
"Ryan Zimmerman","PSYC-4093"
"Tina Simpson","ITWS-1418"
"Grace Graham","STSO-2008"
"Angela Graham","ITWS-4811"
"Paul Pitts","PHYS-1497"
"James Rodriguez","CSCI-2175"
"Teresa Franco","ENGR-4167"
"Laura Bradley","CHEM-4962"
"Kelli Smith","MATH-4817"
"Victoria Thomas","ECSE-1057"
"Todd Clark","PHYS-4299"
"Dustin Dawson","CSCI-2178"
"Molly Murphy","CSCI-2158"
"Cynthia Dalton","STSO-3268"
"Christine Torres","PHYS-3337"
"Timothy Howard","PHYS-1541"
"Holly Garcia","ITWS-1485"
"Jasmine Hobbs","STSO-1108"
"Holly Spears","PHYS-2568"
"Donald Garcia","MATH-3786"
"Kaitlyn Cole","BIOL-4529"
"Cheryl Graham","STSO-1163"
"Haley Kim","ECSE-3247"
"Virginia Jones","MATH-1961"
"Mary Harrell","MATH-3796"
"Elizabeth Mcmillan","PHYS-4435"
"Alexis Cervantes","PHYS-1353"
"Kirk Miller","MATH-3882"
"Lisa Thomas","PSYC-4640"
"James Salazar","PHYS-1278"
"Kaitlin Guerra","BIOL-2595"
"Richard Johnson","CSCI-4521"
"Jorge Wilson","CSCI-1937"
"Rodney Reed","BIOL-3875"
"Kenneth Baker","PSYC-4885"
"Blake Stewart","CSCI-3537"
"Sarah Morrison","ECSE-2350"
"Jason Anderson","ECSE-4130"
"Tina Flores","MATH-4601"
"Fernando Cervantes","CSCI-2623"
"Anne Tyler","CSCI-4509"
"Brandon Aguirre","ECSE-3612"
"Jason Foster","ITWS-3001"
"Robert Williams","PSYC-3711"
"Jackie Meza","STSO-3469"
"Charles Mcdaniel","PSYC-4698"
"John Freeman","STSO-4113"
"Mitchell Ramos","BIOL-3146"
"Jack Conley","STSO-4977"
"Renee Garcia","BIOL-2837"
"Roger Lane","ITWS-4123"
"Todd Stewart","ENGR-4059"
"Tyler Long","PSYC-3308"
"Megan Sandoval","PHYS-1254"
"Wendy Atkinson","PSYC-1434"
"Lauren Hall","CHEM-3561"
"Sandra Mathis","ENGR-2386"
"Troy Khan","ITWS-2760"
"Jeremiah Miller","MATH-4708"
"James Garza","MATH-1770"
"Alejandro Espinoza","ITWS-4267"
"John Grimes","ENGR-2871"
"Kristi Boyd","ITWS-3717"
"Ryan James","STSO-2260"
"Christopher Cordova","CHEM-4691"
"Nicole Cook","ENGR-2559"
"Lynn Avila","ENGR-3887"
"Mary Gonzalez","ENGR-3358"
